img1501,2,1008,159,8,12
img1501,2,817,378,11,15
img1501,2,874,292,10,15
img1501,2,335,378,11,13
img1501,2,229,247,9,20
img1501,2,904,186,8,16
img1501,2,834,383,13,14
img1501,2,767,355,9,18
img1501,2,854,209,7,13
img1501,2,887,281,9,12
img1501,2,753,348,10,13
img1501,2,961,337,10,10
img1501,2,882,402,8,12
img1501,2,856,302,10,12
img1501,2,871,236,11,10
img1501,2,853,339,11,14
img1501,2,578,394,8,14
img1501,2,1189,371,16,17
img1501,2,805,331,8,10
img1501,2,380,357,11,16
img1501,2,240,676,16,12
img1501,2,809,339,11,11
img1501,2,741,330,9,11
img1501,2,86,588,16,11
img1501,2,688,396,7,15
img1501,2,658,319,11,14
img1501,2,561,297,10,16
img1501,2,787,356,9,13
img1501,2,875,403,9,11
img1501,2,1185,379,13,13
img1501,2,895,331,15,11
img1501,2,891,386,9,11
img1501,2,895,287,11,13
img1501,2,443,573,13,15
img1501,2,1060,256,12,14
img1501,2,654,577,11,15
img1501,2,548,400,10,14
img1501,2,769,337,8,18
img1501,2,823,352,13,12
img1501,2,568,405,9,17
img1501,3,283,88,14,16
img1501,2,889,339,10,15
img1501,2,538,278,10,17
img1501,2,429,655,15,13
img1501,2,952,319,14,11
img1501,2,742,339,9,14
img1501,2,432,663,18,22
img1501,2,1285,281,20,16
img1501,2,668,514,10,16
img1501,2,679,396,9,16
img1501,2,568,311,10,16
img1501,2,294,661,16,14
img1501,2,1011,152,9,12
img1501,2,767,319,9,15
img1501,2,260,559,15,15
img1501,2,927,309,12,14
img1501,2,653,523,12,14
img1501,2,803,366,11,13
img1501,2,558,404,9,17
img1501,2,880,311,10,13
img1501,2,900,375,11,13
img1501,2,683,322,9,15
img1501,2,843,334,13,10
img1501,2,699,399,9,19
img1501,2,788,287,8,15
img1501,2,834,348,14,14
img1501,2,769,268,10,17
img1501,2,585,387,9,14
img1501,2,665,336,9,14
img1501,2,554,588,14,17
img1501,2,743,638,9,15
img1501,2,678,342,9,17
img1501,2,988,104,11,17
img1501,2,876,211,10,14
img1501,2,664,588,9,15
img1501,2,666,402,9,16
img1501,2,797,303,9,16
img1501,2,379,391,12,14
img1501,2,609,301,10,18
img1501,2,732,284,9,16
img1501,2,463,181,10,13
img1501,2,378,611,12,14
img1501,2,708,376,11,16
img1501,2,780,679,13,17
img1501,2,532,335,13,15
img1501,2,595,219,9,17
img1501,2,1012,90,12,20
img1501,2,862,324,11,12
img1501,2,226,672,17,13
img1501,2,769,394,10,15
img1501,2,469,555,12,16
img1501,2,933,356,15,14
img1501,2,974,209,11,15
img1501,2,715,308,9,15
img1501,2,500,278,12,17
img1501,2,824,251,12,17
img1501,2,758,695,12,16
img1501,2,651,399,10,15
img1501,2,899,339,14,14
img1501,2,183,700,16,12
img1501,2,635,447,10,17
img1501,2,272,425,15,16
img1501,2,750,625,13,14
img1501,2,613,519,11,15
img1501,2,840,370,17,12
img1501,2,889,306,10,14
img1501,2,725,320,10,15
img1501,2,937,179,9,17
img1501,2,644,551,10,14
img1501,2,496,290,13,21
img1501,2,563,559,12,19
img1501,2,545,535,14,16
img1501,2,81,568,17,14
img1501,2,545,272,11,17
img1501,2,643,487,10,15
img1501,2,236,687,19,17
img1501,2,620,269,11,19
img1501,2,140,583,16,13
img1501,2,74,547,22,15
img1501,2,83,398,20,16
img1501,0,1071,45,28,44
img1501,0,1003,1,25,36
img1501,1,914,67,57,26
img1501,0,1098,66,27,42
img1502,0,1030,455,18,9
img1502,0,1369,573,22,11
img1502,0,1034,463,18,9
img1502,0,1027,445,20,10
img1502,0,1371,538,24,13
img1502,0,1167,531,17,15
img1502,0,1387,562,22,11
img1502,0,1348,623,30,16
img1502,0,1358,565,25,13
img1502,0,1383,584,26,13
img1502,1,1446,705,30,25
img1502,1,1253,549,77,33
img1503,0,783,863,54,65
img1503,0,969,155,46,41
img1503,0,581,0,56,34
img1503,0,1076,171,65,51
img1503,0,1358,333,64,30
img1503,0,601,14,51,40
img1503,0,1419,277,28,55
img1503,0,1251,214,61,27
img1503,0,855,372,48,36
img1503,0,679,409,45,49
img1503,0,963,355,59,52
img1503,0,565,531,46,46
img1503,0,614,599,58,49
img1503,0,958,671,51,58
img1503,0,940,894,48,57
img1503,0,1190,438,48,44
img1503,0,960,851,50,55
img1503,0,998,740,52,45
img1503,0,1040,436,46,43
img1503,0,742,829,55,45
img1503,0,1066,489,60,53
img1503,0,987,380,55,50
img1503,0,925,606,51,57
img1503,0,1098,674,58,46
img1503,0,1035,797,54,45
img1503,0,1114,707,54,44
img1503,0,1046,467,54,46
img1503,0,590,561,49,44
img1503,0,1019,570,58,48
img1503,0,659,449,52,57
img1503,0,623,465,49,60
img1503,0,717,792,60,49
img1503,0,1129,567,54,49
img1503,0,1170,767,51,45
img1503,0,543,492,57,52
img1503,0,887,62,57,55
img1503,0,880,391,54,47
img1503,0,1016,768,56,49
img1503,0,1080,646,56,48
img1503,0,1303,149,59,53
img1503,0,1010,407,56,47
img1503,0,657,655,57,49
img1503,0,977,514,52,48
img1503,0,698,728,52,45
img1503,0,1058,623,56,47
img1503,0,720,751,60,47
img1503,0,1186,651,56,52
img1503,0,998,540,56,51
img1503,0,1144,594,57,52
img1503,0,1167,621,58,53
img1503,0,1108,541,55,48
img1503,0,1144,737,55,47
img1503,0,1207,680,56,51
img1504,0,1310,515,15,15
img1504,0,714,555,18,16
img1504,0,727,557,19,16
img1504,0,387,602,25,16
img1504,0,254,632,18,15
img1504,0,364,596,25,16
img1504,0,329,659,25,19
img1504,0,339,590,23,15
img1504,0,664,573,14,19
img1504,0,198,611,25,20
img1504,0,698,553,21,16
img1504,0,722,572,25,18
img1504,0,210,614,24,19
img1504,0,221,615,32,21
img1504,0,683,566,21,18
img1504,0,700,568,19,17
img1504,1,668,541,24,27
img1504,0,179,603,30,20
img1504,0,251,546,26,14
img1504,0,768,621,25,20
img1504,0,805,633,19,17
img1504,0,751,616,24,23
img1504,1,600,573,64,58
img1505,2,162,132,12,13
img1505,2,424,4,7,13
img1505,2,420,202,10,13
img1505,2,276,0,7,11
img1505,2,633,178,6,12
img1505,2,467,201,6,11
img1505,2,149,94,9,14
img1505,2,643,187,6,13
img1505,2,478,179,9,12
img1505,2,419,57,6,15
img1505,2,425,99,6,11
img1505,2,463,187,7,11
img1505,2,413,43,6,14
img1505,2,998,53,8,13
img1505,2,191,59,10,13
img1505,2,519,242,7,9
img1505,2,762,265,6,13
img1505,2,411,183,7,14
img1505,2,1160,138,10,9
img1505,2,400,136,7,10
img1505,2,578,169,7,13
img1505,2,496,198,8,10
img1505,2,412,135,7,12
img1505,2,459,197,7,11
img1505,2,420,136,7,13
img1505,2,0,91,12,17
img1505,2,418,101,6,12
img1505,2,344,114,7,13
img1505,2,335,152,7,14
img1505,2,260,3,9,14
img1505,2,399,179,6,12
img1505,2,762,258,5,12
img1505,2,529,200,7,13
img1505,2,448,195,8,10
img1505,2,632,187,7,12
img1505,2,486,203,7,11
img1505,2,419,199,10,13
img1505,2,181,67,8,11
img1505,2,187,109,12,13
img1505,2,558,155,6,13
img1505,2,144,23,10,14
img1505,2,516,179,6,15
img1505,2,1159,146,11,9
img1505,2,482,130,6,14
img1505,2,651,184,7,13
img1505,3,1207,144,13,20
img1505,2,511,212,8,9
img1505,2,399,152,7,15
img1505,2,507,151,7,13
img1505,2,423,165,8,16
img1505,2,588,160,6,13
img1505,2,385,72,9,14
img1505,2,997,59,9,14
img1505,2,426,189,11,11
img1505,2,441,170,7,14
img1505,2,435,199,9,11
img1505,2,404,189,8,14
img1505,2,475,199,7,10
img1505,2,287,166,10,12
img1505,2,602,183,7,15
img1505,2,504,208,7,10
img1505,2,511,196,7,12
img1505,2,405,43,7,14
img1505,2,415,22,9,16
img1505,2,583,185,7,14
img1505,2,368,107,9,15
img1505,2,104,83,10,14
img1505,2,1175,134,10,10
img1505,2,502,267,7,15
img1505,2,1177,170,10,12
img1505,2,348,168,8,14
img1505,2,1191,139,11,16
img1505,2,397,80,7,13
img1505,2,734,124,7,15
img1505,2,503,251,9,13
img1505,2,552,154,6,12
img1505,2,561,206,6,13
img1505,2,335,111,8,13
img1505,2,408,97,7,14
img1505,2,377,104,8,17
img1505,2,493,223,9,10
img1505,2,205,112,11,15
img1505,2,300,94,8,13
img1505,2,599,164,7,13
img1505,2,359,158,8,15
img1505,2,1128,268,11,13
img1505,2,296,160,10,14
img1505,2,427,144,7,13
img1505,2,431,3,7,12
img1505,2,533,217,10,10
img1505,2,569,178,7,14
img1505,2,523,232,12,11
img1505,3,951,99,17,10
img1505,2,483,149,7,14
img1505,2,48,353,17,15
img1505,2,623,192,7,12
img1505,2,83,113,12,15
img1505,2,263,158,10,13
img1505,2,1201,1,13,13
img1505,2,373,142,9,16
img1505,2,475,216,8,13
img1505,2,70,111,13,14
img1505,2,1205,32,12,14
img1505,2,439,210,10,11
img1505,2,87,66,11,15
img1505,2,375,170,9,14
img1505,2,333,174,9,11
img1505,2,618,382,8,17
img1505,2,531,141,7,14
img1505,2,41,160,14,15
img1505,2,728,147,9,16
img1505,2,60,58,12,15
img1505,2,416,109,8,16
img1505,2,1225,68,11,13
img1505,3,1184,194,17,15
img1505,2,448,166,8,15
img1505,2,396,47,8,18
img1505,2,441,149,8,14
img1505,2,349,154,8,13
img1505,3,960,117,13,13
img1505,2,179,244,14,15
img1505,2,153,146,14,14
img1505,3,952,107,17,9
img1505,2,432,70,8,17
img1505,3,1248,57,19,11
img1505,0,1134,262,21,39
img1505,0,836,245,41,28
img1505,0,841,217,46,29
img1505,0,1124,305,24,36
img1505,0,1139,203,23,38
img1505,0,1096,558,25,49
img1505,1,1115,396,34,53
img1505,0,875,48,41,29
img1505,0,1121,347,25,44
img1505,0,574,675,62,39
img1505,1,1268,419,65,45
img1505,1,1247,586,45,118
img1505,1,743,135,42,38
img1506,0,981,111,113,61
img1506,0,1253,333,157,77
img1506,0,1110,446,213,118
img1506,0,588,91,141,88
img1506,0,1498,435,171,118
img1506,0,791,100,161,77
img1506,0,1168,273,104,77
img1506,0,1051,791,125,153
img1506,0,1231,515,218,138
img1506,0,1035,376,185,112
img1506,0,849,274,186,96
img1506,0,937,321,201,98
img1507,1,1890,586,30,33
img1507,2,489,918,17,27
img1507,0,796,507,26,37
img1507,3,485,923,23,35
img1507,1,669,510,40,41
img1507,0,1643,458,34,24
img1507,1,711,622,59,78
img1507,0,671,579,46,58
img1508,0,510,425,190,103
img1508,2,1143,409,42,86
img1508,0,0,423,82,100
img1508,0,563,461,357,110
img1508,0,1206,428,303,110
img1508,0,149,431,292,101
img1509,0,483,637,144,170
img1509,0,492,776,80,119
img1509,0,1702,992,218,88
img1509,0,307,533,172,127
img1509,0,1083,441,200,93
img1509,0,136,429,202,134
img1509,0,1278,734,216,129
img1509,0,1571,906,219,156
img1509,0,1405,795,239,158
img1509,0,411,596,130,105
img1509,0,815,450,195,100
img1509,0,232,499,161,120
img1510,3,1006,303,10,20
img1510,0,1892,197,28,40
img1510,3,1015,304,11,19
img1510,3,997,303,9,20
img1510,0,1896,34,24,29
img1510,3,1352,530,14,21
img1510,3,1359,519,18,17
img1510,3,183,786,15,24
img1510,2,1681,1030,16,18
img1510,3,1305,544,26,14
img1510,3,380,769,15,24
img1510,3,1507,964,14,26
img1510,0,1508,342,26,42
